text,label,channel
Greatest of all time in nepalese politician  🎉😅,positive,comment
"Gangan be like :""Diplomatic answer dinxu ani safe side ma basxu""",negative,comment
बाटो  पुल बिकास मैले बनायेको भन्ने ले किन  भदौ 23 गते मैले गोलि चालाउन order  दियेको किन भन्न न सक्ने?❤❤❤❤❤,negative,comment
movie हेरेकाे भन्दा पनि मज्जा balen जि काे भिजन र जवाफ सुन्दा अवकाे पालाे balen जि काे शुभकामना balen दाजु 🇳🇵🙏,positive,comment
युगले जन्माएको  राजनेता <br>हजुरको महत्त्व धेरै छ नेपाल देश लाई <br>केही जमात ले गाली होहल्ला  गर्दैमा केही फरक  पर्दैन  आफ्नो देशको अस्तित्व जोगाउन सक्ने  ल्याकत भएको  देश र जनताको  अंगरक्षक  हुनुहुन्छ   ❤️🙏🙏,positive,comment
कति राम्रो भिजन । साच्चै यस्तै युवा काे खाँचो छ महानगर लाई ।,positive,comment
1 घन्टा को interview पनि कति छोटो लाग्यो कति छिटो सकियो पत्तै पाइन ❤️😘 कति उत्तम बिचार दाजु 🤗 जितको अग्रिम शुभकामना ❤️❤️,positive,comment
"Dui jibre Xeparo, Mukhma  Ram Ram  Bagalima xura. 😢",negative,comment
🌟 kina ktm plaza hero banauna 0 vo?,negative,comment
Pila sarkar le bacha lai goli hano aba .... leader bata shuru garau ta .... balen sarkar ...,negative,comment
"शेरेलाईं अब कांग्रेस युवाहरू ले मुद्गकी मुद्गकी हान्ने छ 💪✅ ,,",negative,comment
रवि दाइलाई पत्रकार हुँदा जति फ्यान थ्ये अहिले पनि त्यति नै छ। I always support you dai🙏🏻❤️,positive,comment
"सम्माननीय प्रधानमन्त्री ज्यू, यस्तो अवस्थामा, कृपया आगामी दिनहरूमा राष्ट्रका नाममा गरिने सम्बोधनहरू समयमै गर्नुहोस्, ढिलाइ नगर्नुहोस्। साथै, गृह मन्त्रालय र गृहमन्त्री ज्यूँलाई पनि समयमै अवस्थाको सक्रिय नियन्त्रण लिन निर्देशन दिनुहोस्, ताकि अहिले जस्तो विषयहरू नियन्त्रण बाहिर जान वा बिग्रिन नपाऊन्।",negative,comment
हार्दिक  श्रद्धाञ्जली,negative,comment
भित्र nokia मोबाइल र बाहिर iphone 17 pro max को कबार हालेको जस्तै हो काङ्ग्रेस ।🤣🤣,negative,comment
यस्तो घटिया मान्छे नेपालि राजनितिमा अर्को देखिन।,negative,comment
"Kina बोल्ने,कारण के  जवाफदेहिता तिमी हरु TRP वाला लाई दिनै पर्ने हो र",positive,comment
"यो पत्रकार भाग्यमानी रैछ,रवि सर जस्तो महान सत्य मान्छेको अन्तरवार्ता  लिन पाईस।केहि सिक रवि सर संग बाट... Salut Rabi Sir",positive,comment
"कप्तानगञ्जको घटनालाई अलि गहिरिएर हेर्ने हो भने यहाँ राजनीतिक दलहरूले 'गेम थ्योरी' (Strategic Game) खेलिरहेका छन्। जनताको बीचमा रिसराग र मनमुटाव पहिलेदेखि नै थियो (यो जमिनमा तयार रहेको इन्धन जस्तै हो)। तर, ठूला नेताहरूले यसमा सलाई कोर्ने काम गरे, जसको सिधा निशाना सिंहदरबार र बालेन शाह हुन्।

यसका मुख्य तीनवटा कारण छन्:

ध्यान मोड्ने चाल: बालेनले जुन रूपमा नयाँ काम र प्रणाली बसाल्न खोज्दैछन्, त्यसबाट पुराना दलहरूलाई आफ्नो अस्तित्व संकटमा परेको महसुस भएको छ। यस्ता संवेदनशील घटना गराएपछि देशको ध्यान मूल एजेन्डाबाट मोडिन्छ।

बालेनलाई 'चेक-मेट' गर्ने दाउ: यो घटनामार्फत बालेनलाई दुईतर्फी चेपुवामा पारिएको छ। यदि उनी चुप लागे ""काम गर्न सकेनन्"" भनिदिने, यदि कडा रूपमा प्रस्तुत भए ""अति गरे"" भनेर घेराबन्दी गर्ने।

जनता मोहरा, नेताको फाइदा: यहाँ जनताको भावना वास्तविक हो, तर नेताहरूको स्वार्थ अर्कै छ। समस्या समाधान गर्नुभन्दा पनि त्यसलाई बल्झाइराख्दा सिंहदरबारलाई चौतर्फी दबाबमा राख्न सजिलो हुन्छ भन्ने पुराना पार्टीहरूको हिसाबकिताब देखिन्छ।

यो विशुद्ध रूपमा स्थानीय विवादलाई केन्द्रीय राजनीतिमा दबाब दिने हतियार बनाइएको खेल हो।",positive,comment
"सुरक्षित हुन्छु कि भनेर Bunker भित्र छिरेको खसि, बंकरभित्र बाट नै बम पड्कियो।😂
AI nai vaney honxa sabai, for instance Deauba leyy veteko kutai pani😁",negative,comment
केही कुरा यस्तो हुदो रहेरछ अरुको जीत मा आफनै झै लाग्ने 👏👏,positive,comment
Daaa boost garum sabai ma puram yo video Yo kp lai aba chodnu hunaa 😔😔😔🥺🥺,negative,comment
बल्ल गगन जस्तो बोली बोलेउ,positive,comment
भावी प्रधानमन्त्री ज्यु को interview फेरि हेरियो । 🔔❤😊,positive,comment
आफु नि सन्तान  अरुलाई बतासे,negative,comment
"Prachanda is a culprit for politics  17000 Nepali 
Balen shah  j dekiyo tyo hoina j lukayeko cha  tyo hera  u can solve the issue  
Prachanda Baburam  kp ani Girijaa  le bigareko  desh  tetti sajilo हुँदैन  keep  going  bhrastachari  samat nachod  asta  ghatna divert garna ghatauchan  be careful",positive,comment
"जुन दिन हतकडी लगाऐर चन्द्रगडीको कारागार मा केपी सवारी भऐको दिन हेर्न आतुर😂 <br>समय धेरै छैन, बुडाको फुरफुर र घमन्डको अन्तिम बिदाई,<br>तेती खेर सबै मिडीयाहरुले कभर गरेको हुनुपरेउ है। 🤝",negative,comment
म पनि एक कलाकार हु आज सम्म कुनै पनि नेताका interview देखेन तर बालेन शाहको interview एक घण्टा तीन मिनेट  55 सेकेन्ड सम्म हेरे 😍😍,positive,comment
यी ओलिको भोट भक्तपुरमा दिन्छकी झापा ५ मा निर्वाचन आयोगमा स्थाई ठेगाना भक्तपुरको छ,negative,comment
भने जस्तो गर्नु हुँदैछ। मेयर साब ले।,negative,comment
नेपालको इतिहासमा गगन जति प्रष्ट सत्य तथ्यमा बोल्ने आफ्नो पार्टी सरकारमा होस या विपक्षमा होस भ्रष्टाचार र जनताको हितमा बोल्ने नेता पाउनु नै भाग्यमानी थान्नुपर्छ तर हाम्रो देशको भेडाहरु आफ्नो भगवानले जे गरेनी ठिक अरुले राम्रो गरेनी बेठिक देख्छ जस्ले जे भनेनी गगन जस्तो नेता पाउनु गर्भ लाग्छ जय गगन,positive,comment
निष्पक्ष रुपमा पत्रकारिता गर्न सक्दैन भने पत्रकारिता खोल ओडेर जनता लाई भ्रम नछरेकै राम्रो,negative,comment
Tero bau le deko vaye ta ramro kam garthis hola aafai ra janta le gareko vayera desh bigareko chor ho,negative,comment
बालेन दाइ को सबै interview नछुटाइ हेरिराछु एक्दम उज्यालो भबिस्य कोर्ने दिन आको छ्😍,positive,comment
भान्सा मा भात पकाइराको मान्छे लाई टाइ लगायर पत्रकार बनायछ्न 😂,negative,comment
"Hawa heading, boycott this channel",negative,comment
"स्वास्थ्य चेकजाच गर्नुपर्दा अनुभवी डाक्टर खोज्छौ
पढ्नु पर्ने भए अनुभवी शिक्षक खोज्छौ
अनी देश चलाउने जस्तो गम्भिर बिषय चाहि सहकारी ठग्ने र देश जलाउनलाई दिने होर! नेपालको जनता बंग्लादेशको जस्तै शिक्षित र शक्षम छन्। मिडियाको म्यानुपुलेशनको भ्रममा पर्नु हुदैन।😅",negative,comment
"नेपाली भेडा जस्ता जनतालाई भर्खरै मान्छे नै मारेर आएको व्यक्तिले दुई थोपा आँसु झार्दै मात्र पनि “लु, तैले माफ पाइस” भन्ने खालका देखिन्छन्। यति अशिक्षित र गोबर-ग्वार्चे भए पनि के राम्रो र के नराम्रो छुट्याउन नसक्ने भए नेपालीहरू। झन् यो दस–पन्ध्र वर्षको अवधिमा जब प्रचण्डे र उसका छौराहरूले देशको विद्या–लय नष्ट पारेर राखे, नेपालीहरू भेडाबाट गधा भइसके जस्तो देखिन्छ।<br><br>ए भगवान्, अलिकति बुद्धि देऊ नेपालीहरूलाई, ताकि उनीहरूले के सही र के गलत छुट्याउन सकून्। भावनामा बगेर होइन, विवेक प्रयोग गरेर निर्णय गर्न सकून्।😢😢😢",negative,comment
"wooo   nepali  hone  अबश्री  गर्छन्   ?
धराने  जनता को  हीत",positive,comment
Parchanda 💕💕,positive,comment
"Hajar barsa ma yestu chutiya paida huncha, badluck Nepal ... U will shock in this election",negative,comment
पत्रकार ले रन्जु दर्सना लाई जस्तो चुपलागाउन खोजेकै हो प्रश्न कडा तेर्सा कै हो मान्नु पर्छ तर उत्तर त्यो भन्दा कडा र गहकिलो दिनु भयो... बढो मज्जा आयो,positive,comment
यस्तो बकम्फुसे कुरा na garnus आनन्द जी यस्ता हत्यारालाई साथ na dinus😡😡😡,negative,comment
"Mero baba ra maile 
Harka sampang ji  ko party lai समानुपातिक ma chitwan bata vote deko. ❤
Rastriya dal banyo khusi laagyooo🎉",positive,comment
१ . गगन थापाको &#39;सक्कली कागजात&#39; कहाँ हरायो? रबि लामिछाने विरुद्ध &#39;सक्कली कागजात छ&#39; भन्दै मञ्च थर्काउने गगन थापा अहिले जिम्मेवार पदमा छन्। खै ती प्रमाण?   २.तनहुमा mid term  elections हुदा स्वर्णिम वाग्लेलाई टुरिस्ट नेता भन्ने ले  अहिले उनि मधेस मा चुनाब लड्ने नैतिकता  कस्तो ? कि त्यो केवल चुनाव जित्ने &#39;सस्तो स्टन्ट&#39; र जनतालाई झुक्याउने प्रपञ्च मात्रै थियो? अब प्रमाण देखाउने कि माफी माग्ने?&quot;,negative,comment
Raj sasta is most important in nepal,positive,comment
starting the season 1 with banger,positive,comment
We did it guys let’s start a new beginning,positive,comment
"He seems to have come in the right track lately, there has been some sort of grand realisation",positive,comment
😅😅😅😊😊😊😊😊😊😊हो आफ्नो स्वार्थमा जे जस्तो काम गर्नु नि  लाजनिती नै हो बर्सौ सम्म दाइको पछि राम्रो नराम्रो कार्य मा सहभागी हुनु राम्रो मैले मात्रै गरे नराम्रो दाइले गरेको त्य नि राजनीति हो,negative,comment
Yo ghante gajedi sarkar maa yestai chalxa 💯 🦛🦛🦛,negative,comment
देश को सार्वभौमसत्ता र राष्ट्रीय अखंडता को सुरक्षा गरने जिम्मेदारी राजा लाई दिनू। देश मा राजसंथा चाहिंछ। कार्यकारी प्रधानमंत्री बालेन् शाह लाई  बनाऊ।    ।,positive,comment
"Kathai, Kantipur ko Quality.",negative,comment
"गगन थापा नाटक गरिरहेको मात्र हो है साथीहरू। फेरि भोट झार्नकै लागि यो सबै अभिनय हो। यसको फन्दामा नपर्नुहोस्। बाख्राको छाला ओढेको स्याल। Gen-Z आन्दोलनको बेला गृह मन्त्री को थियो, नबिर्सिनुहोस्। सोझो बनेर, नाटक गरेर उसले अझै पनि भोट बटुलिरहेकै छ—मलाई थाहा छ, दिक्क लागिसक्यो। दुःखको कुरा के भने, उसको चाल चलिरहेकै छ। कति सोझा छौँ हामी नेपालीहरू! Suraj dai malai yo manxe sanga nabolnus 😣😣😣",negative,comment
पोखरा बिमानस्थलमा २२ अर्वमा १० अर्व भ्रष्टाचार भएको कुराके होत?,negative,comment
Speech chai ramrai boldo raicha 😂,positive,comment
Well done . Estai ho vana chai gazzab nai hunxa la,positive,comment
यस्लाइ जमना जफत हुने अवस्था बनाउँनु पर्छ्।,positive,comment
नारायण नारायण नारायण नारद प्रचण्डे,negative,comment
Dami dami xa,positive,comment
' बालेन ' प्रधानमन्त्री भएको को को ले हेर्न चाहनुहुन्छ हाजिर गराउनु त ?? 😊,positive,comment
आफुले गरे सबै सही अरुले गरे प्रतिशोध !! अचम्म छ 🤔,negative,comment
बुढाको हैसियत राजनीति गर्ने चाहिँ  होइन। बोल्ने धेरै काम गर्ने परिवारबादीब्र कार्यकर्ता मानसिकता,negative,comment
हरुवा गोरुको क्षेरुवा दाउ 😅😅,negative,comment
मैले QR बाट दिएको पैसा तरुनी घुमाउन ढाल किन्न जाड खान होइन हिसाब किताब चाहियो।,negative,comment
Patha pathi hatarma thiye😂😂😂,negative,comment
हेट युवा प्रधानमन्त्री वालेनले प्रश्नको जवाफ चाहिँ सार्है सटिक अनि सान्दर्भिक तवरले दिए खुशी लाग्यो।,positive,comment
श्रद्धेय बिपि कोइराला प्रती हार्दिक श्रद्धा सुमन जय नेपाल !,positive,comment
"Ranesh parsai, why did you blame the  parties",negative,comment
"गोली लगेर मृत्युबरण गर्नु भयका सबैमा भावपुर्ण श्रद्धाञ्जली  अर्पण  गर्दछु  र शोक सन्तप्त परिवार जन प्रति धैर्य  धारणको शक्ति को लागी प्राथना गर्दछु । 
 केही  प्रश्न  छन मेरा यस सरकारलाइ मेरा मात्र नभयर आम जनताका प्रश्न हुन यि - 
भदौ २२/२३ को आन्दोलन मा जेन्जि युवाहरु माथि गोलि चल्यो केही अबोध बाल बालीका मारिय अहिले पनिअ गोली चल्यो केहि मानिस  मारीय २३/24 मा रमेश लेखक तात्कालिक  गृहमन्त्री र के पि oli तात्कालिक  प्र म ले गोलि प्रहार को जिम्मा लिनु पर्छ भनियो 
प्रश्न : अहिलेका गृहमन्त्री सुदन गुरुङ्ग र अहिलेका प्र म बालेन्द्र साह ज्यु ले जिम्मा लिनु पर्छ कि पर्दैन ?
तात्कालिक  गृहमन्त्री  लेखक र प्र म ओलि लाइ अपराधी  मानियो र अपराधी  मानेर यहि सरकारले छानबिन  समिती  बनाएर सोधपुछ  गरियो  अब
प्रश्न  अहिलेका गृहमन्त्री  गुरुङ र प्र म साह लाइ अपराधी मान्ने कि नमान्ने 
समिति  बनाएर छानबिन र सोधपुछ  गर्ने कि नगर्ने 
तात्कालिक  गृहमन्त्री  लेखक र प्र म ओलि लाइ नैतिक  जिम्मेवारी  लिदै राजिनामा देउ भन्दै आन्दोलन गर्नु र गराउनु भयो सुदन गुरुङ ज्यु र बालेन साह ज्युले 
प्रश्न  : सुदन गुरुङ ज्यु ले र प्रम बालेन साह ज्युले नैतिक जिम्मेवारी  लिनु पर्नेकि नपर्ने  ? 
नैतिकताको  आधारमा राजिनामा दिनु पर्ने  नपर्ने ? तात्कालिक  गृहमन्त्री  र प्र म लाइ आन्दोलन  गरेर र गराएर सत्ताबाट हटाइ  सरकार  परिवर्तन  गरियो । 
प्रश्न  : अहिलेका गृहमन्त्री  र प्र म ले  पदबाट हट्नु पर्ने कि नपर्ने अनि सरकार परिवर्तन  हुनु  पर्ने कि   नपर्ने ? 
तात्कालिक  गृहमन्त्री  र प्र म ले गोली हान्ने आदेश दियको मानियो ।
प्रश्न : अहिलेका गृहमन्त्री  ले  र प्र म ले गोली हान्ने आदेश  दियको मान्ने कि न मान्ने ?",negative,comment
One of the dopest beat ever produced in Nepali Hiphop.Underrated but understood by educated.,positive,comment
प्रभाकर लाई  पनि ल्याउनु परेयो prachand lastai ढाट्छन,negative,comment
को रैछ  yo मुला ? अनि विचार नाई त्यस्तै छ तिमीहरूको,negative,comment
भयो केहि खयासिन्न 😂 चुप बस,negative,comment
यो पत्रकार मलाई पहिला राम्रो लाग्थ्यो तर आज ओली हत्यारा को अगाडी कट्टु मा मुतेर question गरेछ अलि खरो सोध्न पर्दैन् यो हत्यारा लाई????,negative,comment
कति मीठो आवाज सोर शब्द 😢😢,positive,comment
😂😂😂kp tullu 🎉🎉🎉,negative,comment
Positive vibes positive thinking positive way I can't explain about him,positive,comment
Actor भन्दा बढी talent बूढो,negative,comment
अहिले मैले हर्क साम्पाङ को पुरै अन्तर्वाता हेरे मेरो मन पनि ठ्याक्कै हर्क साम्पाङ्ग्को जस्तै छ्,positive,comment
बढा लाईन मा आए जस्तो छहै,positive,comment
खुलित❤😂🎉😢😮😅,negative,comment
K bolya 😂 this is 2026 bruh,negative,comment
RONB le  Balen Shah's YouTube channel crosses 1 Million subscriber  post garepaxi Herna aaune Hajir hum 😊😅,positive,comment
prchand ji  tpilae bidesma dherai paisa deposit grnu vyxa ta aafno bikas matr grnu vyo,negative,comment
"""जसलाई खरो प्रश्न गर्नुपर्ने हो, त्यसलाई छैन। वरिपरिका (आसेपासेलाई) त खुबै प्रश्न गरेको देखिन्छ।""",negative,comment
Arko sher bdr. Raicha without Totlaa boli😂😂😂😂,negative,comment
"साच्चै संमयम्ता छ, जस्ले धमलालाई झेल्न सक्छ, पक्कै पनि दम छ बालेनमा । Vote him he is right candidate.",positive,comment
Balen को कुरा सुन्दानै कत्ती आनन्द आउँछ साच्चिकै भने जस्तो पूरा हुदो हो त कति मज्जा हुने थियो होला😊,positive,comment
यह बडि अछ्छी बात है😁😁😁🤣😃😀,positive,comment
"When Dr Wagle speaks it’s not just hopes and prayers but research and analysis. His role in shaping Nepals future is momentous. And I don’t even want him to be the PM or the party leader, his role behind the scenes will be the most crucial. Much respect. JaiNepal 🫡",positive,comment
यो कुन चाही झोले मीडीया हो मुजी  पार्क बनाउन राजयको बिकास हो ? यसले के गरो धरानमा सोधन चाहे मुजी,negative,comment
सारै मन छुयो रबिजी फुत्रकारहरूमा भयको कमाउ धन्दा र बेथिती बारेमा प्रष्ट पारी दिनु भयो धन्यवाद 😮,positive,comment
Kan katne  aaimai 😂😂😂😂❤,negative,comment
च्याखु रि बोल्न पर्दैन ।,negative,comment
Please lets share this post as much as possible. We shall never forget and KP oli must rot in jail as soon as new government is formed. RIP to all the martyrs.,negative,comment
Congratulations sampang ji Dharan lai modern banaunu holla..!!,positive,comment
Does Ex-Prime Minister Khadga Prasad Oli think that the vicious cycle of the institutionalized bribery at every agency of the state was constitutional according to the constitution of the federal republic of Nepal ?,negative,comment
"Wow sarai ramrow  
Balen sarkar",positive,comment
यत्ति को महाघमन्डी मान्छे जगतमा कोहि छैन होला ।<br>यहि घटना अरु प्रधानमन्त्री र पाटिको पालामा हुन्थ्यो भने यिनले  बाँङ्गा अौला ठडाएर कति कुर्लन्थे होला। अहंकारी मान्छे।,negative,comment
नेपाली कांग्रेस सबैको गुरु पार्टी र सबै पार्टीको मूल्य मान्यता को समर्थन गर्ने नराम्रामा खबरदारी र राम्रामा समर्थन गर्ने हो।,positive,comment
डेमोक्रेसिमा सबै हुनु तर सुसिला कार्कि जस्तो प्रधानमन्त्री नहुनु😅😅😅😅😅,negative,comment
"यिनी हरु मा लाज सरम छ कि नाइ 😅😅
6:10  साथी हरु are u ready 🎉🎉😅",negative,comment
why do i feel this rap was prepared to listen by the world 😅 just how prime minister  of nepal rap😮,positive,comment
जसरी यो आतंककारीको समर्थन पश्चात् देश बाट निक्लिन पर्यो परिवार पाल्न को निम्ति अब यो आतंककारी लाई देश बाट निकाल्ने हो,negative,comment
तिम्रो धेरै हेरियो अब पुग्यो,negative,comment
मुख लाउनी नौनी छैन  के मा लाउनी घिउ गेचुरेसन को कुरा कस्तो लागो PM उत्तर जय बालेन ❤,positive,comment
I m watching 👀  frm india ...hasho usthcha yo dekheraa ...,negative,comment
आयोगको report आएपछि थुनिन्छ यो डाका ।,negative,comment
यस्ता पतित पात्रलाई सम्बादका लागि बाेलाउदा हेर्न मन लाग्दैन सुन्न मन लाग्दैन ।,negative,comment
"जहाँ वीरताको कुरा आउँछ, त्यहाँ नेपालीको इतिहासले नै बोल्छ।""@balen shah",positive,comment
बाको कुटि अर्को आन्दोलनको लागि तयार गरियोस 😅,negative,comment
"Wow!! गित पनि कति मीठो गाउने ... सलाम छ सपुतलाई तपाईं जस्ता सपुतहरुको खाचो छ देशमा अब मेयर बाट उदायर देशको मुख्य केन्द्रमा हस्तक्षेप गर्नुपर्छ, जुन भ्रष्टाचार,दलाल माफिया र देश द्रोहिहरुले कब्जा गरिरहेकाछन। जय होस..",positive,comment
Hatyara sang k sahakarya garnu,negative,comment
पुरानो रिति बिधीको कुरा छोडेर बर्तामान परिबर्तित अनि नयाँ सरकारको कामकार्वाहीलाई सम्मान गर्न सिक झोलेहरु😢,positive,comment
मान्छे को ज्यान भन्दा सिहदर्बार thulo bho yaslai,negative,comment
Well done मेरा प्यारा भाई बैनी हेरेर मजा आयो। अब बन्छ नेपाल। र बिदेसीएका मेरा भाई बैनी हरू आफ्नै बाबा आमाको न्यानो कॅाखामा बसेर आमाले पकाएको खाएर रमाएर बस्ने दिन पक्कै आउनेछ। आशा राखौ सबैले मिलेर बालेन र रबिको सरकार लाई सॅाथ र सपोर्ट अनि हौसला बडाउ जय रबि र बालेन सुधन र सम्पूर्ण रास्वपा परिवार।,positive,comment
Timiharu kohi thick chainnau ra hoinnauu pani. Think how our country was before 2046.  But now how is it going on? And how we expect future's like you unprofessional leaders,negative,comment
गाैरवशाली परम्परा राजतन्त्र पनि थियाे । यसलाइ किन हटाएकाे ?,negative,comment
Dherii aama kakah reteyoo kati ko sapana tuiyoo affu no le gareko galti lai lukauna lai ghoheko aashu najar aaja tye amma ko aakha maan mutu roi rako chha.. ani putaraka jo lai aanya vako ushlai interview le mula yesta narpechass ko anuhar media ma naleee,negative,comment
Dami damii,positive,comment
गज्जब रमाइलो!😀😀,positive,comment
Mawobadi ko samai ma janmay ko tish mula 😂😂😂,negative,comment
Yo mula interview line ni eskai jhole jastoxa. Background music emotional rakhera pida dekha hola jatha,negative,comment
तर राजेन्द्र सर पनि एस्ता ज्यान्मारा सङ्ग प्रस्न सोध्न डराएको जस्तो लाग्यो 🤔 यो भन्दा पैले का प्रस्न उत्तर खुप जोस जागर भएको थियो तर आज मजा आएन डराउनुभएछ ।एस्ता चोर सङ्ग।,negative,comment
khali aauta boli sunnalai tadpirako xa kam chai chaihiyana harka ji lai,negative,comment
"रमेश प्रसाईंसँग प्रश्न सोध्ने पत्रकार मित्रलाई एउटा आग्रह—

प्रश्न सोध्नु पत्रकारिताको धर्म हो, तर प्रश्न गर्दा संयम, मर्यादा र जिम्मेवारी पनि उत्तिकै आवश्यक हुन्छ। सनसनी फैलाउनेभन्दा सत्य खोज्ने र जनतालाई सही सूचना दिने उद्देश्यलाई प्राथमिकता दिनुहोस्।

देश र जनताको हितलाई केन्द्रमा राखेर तथ्यमा आधारित, सन्तुलित र सम्मानजनक प्रश्न सोधौँ। पत्रकारिताको शक्ति आवाज चर्को बनाउनुमा होइन, सत्यलाई जिम्मेवारीपूर्वक उजागर गर्नुमा हुन्छ।🤬🤬😎😎😎🔥🔥🔥🔥🔥🔥😡😡😡👊👊👊👊",negative,comment
एले आँखा कसरी देखि राछ,negative,comment
Balen remembered yamma buddha in the middle of the spot light .,positive,comment
Kaile morcha yo...hatiyara 😂😂feri sweet bhasan dedy cha ..ufff thake ho 😂😂😂..desh ramro istethe mai cha,negative,comment
Both look shit 😂,negative,comment
KP Oli is correct in one thing that social media should be registered in each country where they operate and follow government rule accordingly.,positive,comment
ओली र महेश बस्नेतलाई एउटा माईक दी live दिनभरी बोल्न दिनु राति जनतालाई दिक्क लागेर इनिहरुलाई बेलुका जलाउन निस्किन्छन,negative,comment
"This mf did not give any worthy answers. Wasted full 90mins. Once a guffadi, always a guffadi.",negative,comment
तैले श्रम गरेको देखिनस् अन्धो😊😊😊😊,negative,comment
जति चिल्ला कुरा गरे पनि अब जनताले पत्याउने वाला छैनन्। यो बुद्धि शेरे को घरमा अरबौं जल्नु अगाडि किन आएन रवि लाई फसाउन खाली paper हल्लाउँदा किन आएन। किन आएन यो बुद्धि शेरे र kp पालै पालो pm बन्ने भन्दा। अब त जनताले एमाले र काँग्रेस को नेताले आफ्नै स्वर्गवास भएका बा आमा व्युताइदिए पनि भोट कुनै हालात मा दिनिवाला छैन हेर्नुहोला।,negative,comment
थुक्क !! भन्न मन लाग्यो,negative,comment
"तिमी के,पि, भाइ अपरनधी भनुकी  साच्चो सत्य ब्यक्ती भनु  मलाई काउकुती लाग्यो  बाई के,पि भाइ 😅😂🙏🌽🙋‍♀️😯",negative,comment
अब दुगा प्रसाईं ले भने झै बस मा हालेर मुङ्लिङ  लायेर हालेको किडनि झारनु परेन😅😅😅😅😅 अनि बलल कोचनि होत,negative,comment
निकै रमाइलो भयो हेर्न,positive,comment
अति राम्रो सम्बोधन...यो हो नि नेता मा हुने sailee...अब शायद नेपाली  काङ्ग्रेस  जनता मा गया जनताले swekarne chan. तर काँग्रेस vitra  fohor  महिला लाई raddiko  tokari मा rakhera  जानुपर्ने हुन्छ....jaya नेपाल,positive,comment
"कसैले अझै आट गर्न सकेनन , अब बोल्नु पर्यो नेता ज्यु यो संबिधानलाई ४७ लाई आधार लियर upgrade गर्नु पर्छ , अब ७२  को पथ पुग्यो  नेपाल पथ मा मुलुक जानु पर्छ पर्छ नेपाली पनको पुर्जागरण मा जानु पर्छ ;wishing for your winning 🙏🕉️",positive,comment
He will bring zero tolerance on corruption… waiting to see in coming days,positive,comment
28 मिनेट को भिदियो  मलाई  वाईत शब्द कतै पनि मसुश भयन रबि सर यतिकै रबि हुनु भएको हैन चुनाप हुदा एउटा कुरा चुनाप सकिय पछि अर्को कुरा कतै भयन  नत्र अरु  पार्टी लाई गालि गर्नु भयो  यो हो परिवर्तन यो सोच यो नयाँ पुस्ता यो परिवर्तन को बाटो  यतिको बिचार   पहिला को पार्टी मा भएको अहिले सस्म देश कहा पुग्थ्यो  थाहा छ  परिवर्तन गर्नु अहिले अबस्थामा धेरै मेहनत गर्नु पर्छ अहिले सम्म चुस्दा चुस्दा ह्डी मात्र छ तर अब पुर्नु पर्छ पार्टी छ गर्छ नि बस्ने हैन जनता ले पनि साथ दिनु पर्छ बिदेशमा काम गर्ने साथि हरु नेपाल मा  पैसा पठाउदा ध्यान दिनु पर्ने कुरा आफ्नो एक दुइ रुपया धेरै दिन्छु  भनेर हुन्दी काम कारोबार गर्नु हुन्छ यो बन्द गर्नु  यो पनि यो बेला सबै ले बुज्नु पर्छ है  अनि हामी बिदेश मा नेम कानुन  फलो गर्छौ आफ्नै देशमा किन फलो गर्दैन त हामी जनता पनि ध्यान दिनु पर्छ बिदेशमा फोहर गर्नु मनाइ छ फोहोर  दस्तपिन हालिन्छ त्यो बानि बसालौ   मैले कति मान्छे हरु उस्ले गरेको र पनि गर्छु भन्ने बिचार ले हैन म गर्छु अनि मेरो हेरर उस्ले गर्छ भन्ने बचार राख्नु परिवर्तन आफै हुन्छ ❤,negative,comment
"Say what u want, oli is responsible for everything. That SOAB.",negative,comment
"ब्रीटीस मा पनी कुरा राखेर पहल गर्नु हुँदै रहेछ।
This is most important way.
यसरी जानु पर्छ फेदै बाट।
हाम्रो भुमी खै खै खै भनेर भुमी पाऊदैन।
अनी तुरून्त भई हाल्ने पनी होईन।
१/२ बर्ष लाग्न सक्छ धेरै छलफल हुन्छ २ पक्षीय त्रिपक्षीय सबै को एकसाथ सहमत भए पछी बल्ल बहस चल्छ।
सक्दो छीटो यो समस्या को समाधन होस।
जय🔔🔔जय देश।",positive,comment
Ahaaa.. hamro pm sanga sabai question ko answer xa ☺️,positive,comment
"जेलजाने दरले बालेन सरकार लाई फकाऊदैछौ, PM बालेन,के सोच्दैछौ यो छेपारो",negative,comment
