text,candidate,source,channel,script
"एउटा कथा पढेको थिय मैले,जस्मा दुइजना नेता हुन्छन,एकजना पढेलेखेको बुद्धिजीवी हुन्छ र अर्का माहा मुर्ख हुन्छ,पढेलेखेको ले भन्छ मलाई नेता बनाउ म सबैलाई लुट्ना,भ्रष्टाचार गर्ने सबै अपराध गर्न छुट दिन्छु र अर्का बुद्धिजीवीले भन्छ मलाई जिताउ म तिमीहरूलाइ क्षमता अनुसार काम दिन्छु तर सबै लुटेराले मुर्खलाइ जितायछन्,त्यो मुर्ख केपी ओली हो,,,न यस्को पढाइ लेखाइ छ,न स्वास्थ्य राम्रो न उमेर छ,न भविष्यको चिन्ता छ,अपुतालीलाइ केको मतलब? न यो राम्रो संस्कारमा हुर्केको हो,अनपढ,गवार,बुद्धि विवेकहीन,बृद्वा,हत्यारा,अपराधीले देशको बिकास जनताको हित गर्नु र गोरु ब्याउनु एउटै हो,यस्लाइ साथ दिने सबै लुटेरा,भ्रष्ट,अपराधी,बलत्कारी,माहा मुर्ख,दृशद्रोहीहरु हुन्,जुन व्याबाहारमा छर्लङ्ग छ।",kp oli,election_data.csv,comment,deva
"Jhole patrakar ,",kp oli,election_data.csv,comment,latin
Oli ba tapaiko jun sukai interview heryo jhan janta aakrosit hunxan itehaas kai jhur pm maa ganenu hunxa,kp oli,election_data.csv,comment,latin
Long live KP Oli 🤘,kp oli,election_data.csv,comment,latin
Great leader❤,kp oli,election_data.csv,comment,latin
केपी बा I love yo धेरै राम्रो लाग्यो यो अन्तरवार्ता,kp oli,election_data.csv,comment,mixed
Does Ex-Prime Minister Khadga Prasad Oli think that the vicious cycle of the institutionalized bribery at every agency of the state was constitutional according to the constitution of the federal republic of Nepal ?,kp oli,election_data.csv,comment,latin
He is a great leader,kp oli,election_data.csv,comment,latin
नेपाल र नेपालीको सुन्दर भविष्य निर्माण गर्ने एक राष्ट्रनाय के पी ओली।,kp oli,election_data.csv,comment,deva
कानुन सबै तिमिगरुको कब्जामा छ के कानुनि उपचार खोज्नु,kp oli,election_data.csv,comment,deva
ठिक त केपी ओली रैछन्। केपीको बहिर्गमन पछि विदेशी चलखेलले प्रमाणित भयो। केपी आउ देश बचाउ।❤❤❤,kp oli,election_data.csv,comment,deva
oli lai tel lagauna gaako ki interview lina gako?,kp oli,election_data.csv,comment,latin
kp ba jindabad❤❤❤❤,kp oli,election_data.csv,comment,latin
"<a href=""https://www.youtube.com/watch?v=1qhQ4BPE9No&amp;t=3213"">53:33</a>",kp oli,election_data.csv,comment,latin
"<a href=""https://www.youtube.com/watch?v=1qhQ4BPE9No&amp;t=2636"">43:56</a>",kp oli,election_data.csv,comment,latin
आतंककारी हुन साला चोर हरु यिनिहरु लाई जेल कोच्नु पर्छ ।,kp oli,election_data.csv,comment,deva
Dalal patrakarita,kp oli,election_data.csv,comment,latin
Aba ta chor lai nai marnu parne,kp oli,election_data.csv,comment,latin
Chor rip,kp oli,election_data.csv,comment,latin
केपी बा बाचुन्जेल एमाले पार्टी जिवित हुन्छ ❤❤,kp oli,election_data.csv,comment,deva
Kp oli ❤❤,kp oli,election_data.csv,comment,latin
"भदौ। २३ ,२४ को रगत को होली कस्ले  खेलेको, निर्दोष बिधार्थी  कस्ले मारेको ,यस्तो नर्सहार कस्ले  गर्न सक्छ बिचार गर्नु होस, छानबिन समिति बनेको छ,छान बिन गर्छ  होला ,तर दिमाग लगाउनुस त यो अपराध, लुटपाट, भाटभटेनी माथि  तारगेट , लुटपाट, जेन्जी हत्या, प्रहरी हत्या कस्ले गर्न सक्छ, त्यो काहालीलाग्दो, हत्या कस्ले गर्न सक्छ, सोच्दै जानु,को होला त्यो अपराधी,। यो काम जस्ले गरेको छ त्यो मान्छे रगत खाने ले मात्र गर्न सक्छ, हजारौं मान्छे को रगत खाने ले मात्र गर्न सक्छ,त्यो मान्छे साधारण मान्छे होईन, जस्ले निर्दोष,जनता मार्यो, निर्दोष को रगत खायो, देश खरानी बनायो, परिबार छिन्न भिन्न बनायो , देश को भौतिक सम्पत्ति खरानी बनायो, उस्बेला गर्न  नसकेको  काम अहीले  गरेर देखायो । उसैले २३,२४ को घटना गरायो,।उस्बेला गर्न नसकेको काम गरायो, जस्तै सिंहदरवार जलाउन उहिले सकेन अहीले जलायो, अदालत बाँकी थियो जल्न अहीले जलायो, देश को राजधानी बाँकी थियो जल्नरगत अहीले जलायो, जिल्ला जलायो, अंन्चल जलायो, मिडिया हाउस जलायो,जल्न बाँकी सबै जलायो,  जनता, लाई पार्टी, लाई सेना, प्रहरी,झुक्याउन सफल भयो । उ आफै   सेना को सरणमा लुक्यो, तेती पनी नबुझ्ने , बुझेर पनी बुझ्पचाउने अहीले का लोभिपापी हरू ,पत्रुकार हरू सुरक्षा कर्मी हरू धन्न तिमी हरू । अब त बुझ , देश को लागी बुझ , जनता को लागी बुझ, त्यसलाई जनताको अगाडि ल्याएर झुन्ड्याउने काम गर।",kp oli,election_data.csv,comment,deva
जनता का नेता नेपालीका भविष्य राज नेता के पि ओलि,kp oli,election_data.csv,comment,deva
यो सही कुरा हो। छेपारो ले गरेको छ १००%<br>छेपारो 🦎 Raw को इसारामा चल्ने प्राणी हो।<br>यो लुटपाट र आगजनी गर्न सबै मावोवादी हुन्<br>आगजनी गर्ने माओवादीका को कार्यकता हुन सबै<br><br><br>Love you kb baa,kp oli,election_data.csv,comment,mixed
नेपाल मा कानुनी उपचार सर्बसाधारण को पहुँच मा छैन।किनकी न्यायमुर्ती हरु दलको कोटामा नियुक्त छ्न।,kp oli,election_data.csv,comment,deva
RIP OLI the terrorist murderer..,kp oli,election_data.csv,comment,latin
भ्रष्टाचार विरुद्धमा आन्दोलन गरेका विद्यार्थीलाई टाउकोमा ताकेर गोली हान्ने जस्तो घृणित काम अरु केही पनि हुन सक्दैन। निष्पक्ष छानबिन हुनुपर्छ। हत्यारालाई कुनै पनि हालतमा छोड्नु हुँदैन।,kp oli,election_data.csv,comment,deva
Yo chor ho,kp oli,election_data.csv,comment,latin
सिपाहिले  बिना आदेश गोलि चलाउदैन।किन भने त्यो संगठन सिस्टम र कमान्ड कन्ट्रोल ले चल्छ।,kp oli,election_data.csv,comment,deva
नेपाल ओलीका बाउको बिर्ता हो र ?,kp oli,election_data.csv,comment,deva
Terrorist,kp oli,election_data.csv,comment,latin
Murderer,kp oli,election_data.csv,comment,latin
सभ्य र सालिन संवाद🙏🙏,kp oli,election_data.csv,comment,deva
Yesto pani patrakar toit,kp oli,election_data.csv,comment,latin
Gafadi ukhane,kp oli,election_data.csv,comment,latin
Pagal oli tukke,kp oli,election_data.csv,comment,latin
एमाोले रहने हेा भने येा वुडेा जानुपर्छ,kp oli,election_data.csv,comment,deva
KP baa iloveyou,kp oli,election_data.csv,comment,latin
Kutarka matra garchha ta,kp oli,election_data.csv,comment,latin
"एक मात्र आशा आगामी चुनाव बाट। यसपालीको चुनावमा कुनै दल ले मासुभात, पेट्रोल तथा नोट वितरण भएन। जित हार जो कोही जिते नि त्यति आशालाग्दो नहुन सक्छ ।",kp oli,election_data.csv,comment,deva
रास्ट्र्वादी नेता के पि ओलि ❤❤❤,kp oli,election_data.csv,comment,deva
कुर्सी अली सानो भो की प्रभु ?,kp oli,election_data.csv,comment,deva
yasta maanxe lai media maa nalyaau,kp oli,election_data.csv,comment,latin
kasto hawa 8 class fail chor raixa KP OLi...Pahila goli chalera maanxe mareko kaaranle hoo testo aago laageko. Aago lagera hoina goli chaleko. Janata lai goli haanesi desh maa aago nalaagera k laagxa ta? Janata lai goli haaneko kura chai gardaina...khaali aago aago vaniraaxa. Janata lai Real goli haanesi aago laagxa desh maa jahilei yaad garess chor KP OLi.,kp oli,election_data.csv,comment,latin
Khali arule yesto garyo testo garyo matra vanxa aafule chahi k garyo vannu paryo ni<br> K view tawar banayera desh banxa,kp oli,election_data.csv,comment,latin
Sathaci arba ko galthi garni chai ko ni sun leaune ko,kp oli,election_data.csv,comment,latin
Rabi Lai kasari kudayao Yaad Gara To din haru Aba chai timi Pani kudxau......,kp oli,election_data.csv,comment,latin
Yo choar Lai kina liyaunu Paro,kp oli,election_data.csv,comment,latin
Yo sallla kp ley ukhan tukha ley matrw desh chalako rahicha vanne parmadit vyo 😅,kp oli,election_data.csv,comment,latin
Yo hatyara apradhi lai jogaune mission khorma nahali dis bandina.,kp oli,election_data.csv,comment,latin
आचि भन्दा बाहेक यस्को दिमाग म केही छैन हुन त  अब किडनि त आफ्नो छैन दिमाग काहा बाट हुनु😂😂😂😂😂😂😂,kp oli,election_data.csv,comment,deva
के पि चोर का के कुरा सुन्नु,kp oli,election_data.csv,comment,deva
Yo suita ko anuhar herda kukur ra chyal jastolagchha,kp oli,election_data.csv,comment,latin
सस्कार बिना काे प्रस्न येा नेपाल<br>हाम्रेा हाेइन केपि मात्र हाे भन्ने हिसाव ले,kp oli,election_data.csv,comment,mixed
रविका झाेले  जस्ताे बाेलेर के<br>सेाधे काे येा धमाला ले,kp oli,election_data.csv,comment,mixed
उखान दीये पछि हासने नेताहरूलाई के भन्छ राम राम।,kp oli,election_data.csv,comment,deva
रबि लाई थुनेर ओली ले गुन्डु मा बस्ने मौका पाए।,kp oli,election_data.csv,comment,deva
Chor radiko xoro kp,kp oli,election_data.csv,comment,latin
याे मुजिले २०८२| ५ | २३ २४ काे आन्दोलन अगाडि जे जस्तो सानो तिनाे भ्रष्टाचार गरे पनि २०८२|११|२१ काे चुनावमा बहुमत लिएर आए पनि भ्रष्टाचार गर्न नपाउनेभयो भनेर  एमालेको पत्तासाप हुने भयो केपी ओलिलाई कानुन नलाग्ने साेजाे जनतालाई कानुन लाग्ने देश चलाउने प्रधनमन्त्रिलाई कानुन नलाग्ने जय जेनजि नेपालकाे कानुन गरिब दुखि  र साेजाे जनतालाई जानुन छ जना नेताले नेपालकाे बजेट भ्रष्टाचार गर्न पाउन जय  <br>ग्रेटर नेपाल,kp oli,election_data.csv,comment,mixed
Desh ka nirdos janta marne ahangkari ghamandi pagal budo,kp oli,election_data.csv,comment,latin
Sala  goro karung rail ghar ghar mas bhutwa,kp oli,election_data.csv,comment,latin
"Maanxche jasto bhaye pani Oli jasto bhrashta nahos , Oli ko paalaama samuchai administrative dhaacha nai bhrashta bhayeko xcha , desh barbaad huda pani jockey tukka sunaaune nikrishta charitra ko sarvesarva K.P. Oli 😅",kp oli,election_data.csv,comment,latin
76student.marna.paincha.kp.ji,kp oli,election_data.csv,comment,latin
खुबठुलाेकुरागरे््भनेकाेहाेला,kp oli,election_data.csv,comment,deva
भंडयाआेलिघमनडिकेभनछ,kp oli,election_data.csv,comment,deva
Desh lootuwa chor ho kp oli,kp oli,election_data.csv,comment,latin
"Yeslai ke KO realisation ho bhane Kura chai euta Kalo Kotha ma Layera hath khuta badera nagai Parera sisnu Pani le handai sodnuparcha  ani Bala ke KO realisation ho bhane sabai Kura bhancha ,talai Jyan mara chor fata",kp oli,election_data.csv,comment,latin
Digri padheko le question sodhna sakeko xina..8 pass vayeko lai xixixixixi.. hamro desh..!,kp oli,election_data.csv,comment,latin
मैले नैमेरै पार्टीका साथीहरुले गरेको काम राम्रो रामौ आफैं के भन्दै होइन अरुले भन्नु राम्रो हुन्छ भनेर मलाई चु हिडौ भनेर चुप्प लागेर बसेको तो त चिया खानु भनेर दिऐको थोरै रकम के कुरा गन्नुर,kp oli,election_data.csv,comment,deva
Iaj mardo,kp oli,election_data.csv,comment,latin
Jhole hari hase tara,kp oli,election_data.csv,comment,latin
Teso vaya loktantra mati part le vanako,kp oli,election_data.csv,comment,latin
केपी वली राडीछोरो माचिने चोर लाइ झुन्डा,kp oli,election_data.csv,comment,deva
यो बहुलाई  सङ्ग के सोधी राको    एस्को औकात छैन,kp oli,election_data.csv,comment,deva
Pakalamthu bahun,kp oli,election_data.csv,comment,latin
मा ठास्न्या केपी,kp oli,election_data.csv,comment,deva
एमराज कहाँ जानपनी ५मिनेट ढिलो भयो  क्यार होइन त्यस्तै भनेको सुनिएको थियो,kp oli,election_data.csv,comment,deva
Rip oli kikur,kp oli,election_data.csv,comment,latin
Arabou   khrabou   taile   khyeko   karanle   tyo   ghatna   gateko  ho   kambodiyama   rakheko   paisa   tero  baule  kamayeko ho,kp oli,election_data.csv,comment,latin
Patracarjyu   satte   kurako  satte   jawaf   kina   dedaina  jyanmarale  thttama  panchhau   yes  bare   hajur  harule  shahi  jawaf   napaye   samma   nachhodnu   hola  jyanmarasanga,kp oli,election_data.csv,comment,latin
Yaslai mati tyllai aaglagaunahau,kp oli,election_data.csv,comment,latin
Damalajiko parsnako jawap Kai mukma aaudaina budyskalma jyljanu parxavanyr honi jyl lagaunu ra jylbasnu parakxa dhxa kukurlai aani jawip didaina,kp oli,election_data.csv,comment,latin
Aapai cutoxa kybujnu kuro,kp oli,election_data.csv,comment,latin
Aysko shi kuro sunnalai giccukma hannuparxa,kp oli,election_data.csv,comment,latin
kp oli good,kp oli,election_data.csv,comment,latin
Ysako palama kamisan thiyoni tehivayra muda authena,kp oli,election_data.csv,comment,latin
एस्ता गुन्डा को कुरा सुनेर हुन्छ योत नेपाल बिकास हुननै चाहादैन,kp oli,election_data.csv,comment,deva
Unpaad ko udharan,kp oli,election_data.csv,comment,latin
Kam xaina kp reply dina nasakne,kp oli,election_data.csv,comment,latin
"देशमा, लुटेरा, तस्कर, माफिया, भ्रष्ट, दलाल, बिचौलिया, पाल्ने चोरहरु को नाइके के पि ओली।",kp oli,election_data.csv,comment,deva
के पि ओली को upcoming हरफहरू <br>टोल टोलमा airport बनाउछु।<br>पैसा फल्ने रुख रोप्छु।<br>टुडिखेलमा तेलको कुँवा खन्नेछु।,kp oli,election_data.csv,comment,mixed
ओलीत चोरै हो झोले हरू कसरी हासेको,kp oli,election_data.csv,comment,deva
"Namskar,hajur",kp oli,election_data.csv,comment,latin
याे केपी कहिले सुध्रिदैन है,kp oli,election_data.csv,comment,deva
Talai herne chai ko ta aafai vanta vrastachari desh bechera khane daka ta pradhan mantri huna yogya xas talaita asti nai marnu parne thiyo alikati 5 minute dhilo vako vaye hunthiyo tero sas tehi janthiyo ani tehi helicopterma talai jhundayera kunai jungle ma fyakdinu parthiyo tara aajai pani jantaharuko ris mareko xaina tyo kura chai hekka rakh taile feri alikati galti matra gareko thaha vayo vane yo pali chai talai turdikhelma lagera jhundahinxa herdaija daka chor,kp oli,election_data.csv,comment,latin
भ्रस्टाचार को छानबिन यस्ले बाचुन्जेल खोल्दैन,kp oli,election_data.csv,comment,deva
Kp chor😂,kp oli,election_data.csv,comment,latin
महेस बस्नेत उत्तराधिकारी छ त।,kp oli,election_data.csv,comment,deva
जबाफ दे न उखाने खाते,kp oli,election_data.csv,comment,deva
यहाँ भनदा कति जवाफ चाहिने हाेर?,kp oli,election_data.csv,comment,deva
मर्न नसकेको बुढो,kp oli,election_data.csv,comment,deva
सत्तामा बसेर देशमा आगो लगाउने यस्तो पनि नेता हुन्छ केपिको बोली सुन्यो कि दिमाग सन्किन्छ,kp oli,election_data.csv,comment,deva
जनताको गु खाने मन्त्री फटाहा,kp oli,election_data.csv,comment,deva
Vadhi.  Janne.  Bhayar. Nai. Helicopter. Ma. Jhundinu. Pareko. Ho.   Hain. Ra,kp oli,election_data.csv,comment,latin
Kukur vukdei6,kp oli,election_data.csv,comment,latin
Kura Sunda pani kan ko rong thado vyo ho uff,kp oli,election_data.csv,comment,latin
Ram Ram Amale aba siddiyo,kp oli,election_data.csv,comment,latin
Jay shree hari jay nepal Aama,kp oli,election_data.csv,comment,latin
Tai vayera Nepal ma real gureko ho hahaha 😅,kp oli,election_data.csv,comment,latin
Ukhan tukka mai jindgi gayo jantalai kun disa tarfa lagaune thaha rahenaxa.,kp oli,election_data.csv,comment,latin
Kasle rokyo,kp oli,election_data.csv,comment,latin
Khadka oli jan mara gafadi pagal tera din gaya,kp oli,election_data.csv,comment,latin
थूक तेरे ज़िन्दगी नेपाली लाई ऊखान टूका मै खैईश,kp oli,election_data.csv,comment,deva
kp aafno gard le marne chha,kp oli,election_data.csv,comment,latin
लुटेराको नाइके तइहो,kp oli,election_data.csv,comment,deva
Yo jatho kp pagal ho jpt bolxa,kp oli,election_data.csv,comment,latin
Jai Mato....Mato le matra Desh bachauncha ra banauncha,kp oli,election_data.csv,comment,latin
जुन मान्छेको अनुशासन बुद्धि नेत्रज्योति नै छैन उहीँ केपि ओलिका ठुला कुरा,kp oli,election_data.csv,comment,deva
Gafadi oli chor..Sabai Hawa.,kp oli,election_data.csv,comment,latin
ऋषि धमला ले गर्नु भएको प्रश्न को जवाफ नै दिन न सकेर अन्तिम अन्तिम भनेर भाग्न खोज्दैछ ओलि चल्लाको ढेल पोलि,kp oli,election_data.csv,comment,deva
यलाई यहि बेला पछाडी बाट गोलि ठोक्न मिल्दैन भन्या😂,kp oli,election_data.csv,comment,deva
गफ गर्न मात्र सिपालु छ यो उखाने।,kp oli,election_data.csv,comment,deva
यो कोलि बौलायो क्याहो काम कुरो एकातिर कुम्लो बोकि थिमीतिर,kp oli,election_data.csv,comment,deva
risi sir le gajapko koesan sodno vho tar k p ko cak dhoyera hinne cakadi garne haru le hasoma udayo ni koesan thehi ho vhanera sakyo ghar kharca nacalne janatako karan le pani ho nepal sakkeko sudharma aaw janata,kp oli,election_data.csv,comment,latin
Jasta questions ko testai  jawaph rastra badhi neta good,kp oli,election_data.csv,comment,latin
Kp ba 🙏♥️👍🇳🇵,kp oli,election_data.csv,comment,latin
कुरा बुझ्दा 2 कार्यकाल खाएर गैजाउला सोचेर पहिला त्यो बिधान बनाउनु भए छ अनि किट्नी अलि कडै परेर अर्को कार्यालय पनि खान सकिन्छ भन्ने ठानेर उनले बिधान संशोधन गर्न सकिन्छ भन्दै भारत चीन आदि देशको उदाहरण दी 😂😂😂😂,kp oli,election_data.csv,comment,deva
त चोरले जति रङ्ग बदल्ने अरुको छर नेपाल मा थुक्क उखाने भष्टचारि रक्त पिपसु७६जानकलिलानानि को रगतखायर पनि नअघाउने चोर,kp oli,election_data.csv,comment,deva
Rabi ko chhoraa keboleko laajalaabaen,kp oli,election_data.csv,comment,latin
Ukhane ...... kahile politics bata vishram line ho. युवालाई पुस्तान्तरण गर्ने बेला भयो तर पनि अझै आफूलाई नै अध्यक्ष प्रधानमन्त्री खानु छ कहिले सुधार्ने हो आफूलाई,kp oli,election_data.csv,comment,mixed
उखाने ले के जवाफ दिनु😂,kp oli,election_data.csv,comment,deva
Yo pusta namari desbandaina,kp oli,election_data.csv,comment,latin
Dhamala ko ans yestai ho oli baa ?,kp oli,election_data.csv,comment,latin
मलाई त याे पापिहरुकाे जन्म भयाे अब देस र जनता खानेछ अब लाग्थ्याे बुडा बा आमा चाहिँ केपिले दिये हामिलाई भत्ता भनेर रमाउन बा आमा आज देख्दै हुनुहुन्छ सपना  भताले सता र नानि बाबू खायाे  आँखा अगाडि तेसैले कसैले केही दियाे भने किन र केकाे लागि दियाे भनेर पहिला गहिराई ले साेचौ,kp oli,election_data.csv,comment,deva
Aalu Aalu Aalu,kp oli,election_data.csv,comment,latin
Gafhadi KO  gafhee Chopilo,kp oli,election_data.csv,comment,latin
Kuhe KO  kaju,kp oli,election_data.csv,comment,latin
important.,kp oli,election_data.csv,comment,latin
Xixixi astale k desh chalaix,kp oli,election_data.csv,comment,latin
एस्तो दलाल लाई पनि  नेता मान्नुपर्ने नेपालीको भाग्य पनि कस्तो यार,kp oli,election_data.csv,comment,deva
Ho hamle PM banai sayau. Ta Mula Buda Nepal ko khattam hos. Talai ta jail ma rakni nai ho. Bolni dherai Kam 0000.  Aru ko kina chinta garya aafno Hera. Comedy garera desh vandai. Logic nai chaina yesle boleko. Yesle marya ho student.,kp oli,election_data.csv,comment,latin
"यदि नेपाल नभएको भए वा इस्लाम भएको त मुहम्मद ओली हुन्थेस, तलाई कोरा हानेर, वा घाँटी काटेर मारिएको हुन्थ्यो (हलाल)। झापामा त ले आफ्नो जग्गाधनी र ती ७८ जना बच्चाहरूलाई कसरी हत्या गरेको थिस? नेपालमा कुनै पनि ब्राह्मण मारिएन त्यसैले त बचाइएको छ र कुकुर जस्तै हिँडिरहेको छस? <br>पृथ्वीपथले यो देश बचाए, बचत गरियो आफ्नो पुर्खाको बाटो, पहिचानलाई माया गर्ने मानिसहरू बचाइएको छ,? विदेशीहरू, विदेशीहरूको कठपुतलीहरू, ईसाईहरू, मुस्लिमहरू, वामपन्थी/कम्युनिस्ट जे सुकै झुटा घृणा प्रचार, अफवाहहरू, घृणा कीर्तिपुरेको नाक काट्ने, राई, लिम्बूको हत्या गर्ने, हुम्ला, जुम्लाका महिलाहरूलाई बेच्ने, पर्वतका रानीहरू, २२,२४ राज्यहरू हराएका राजा रानीहरू ,छोरीहरूलाई बलात्कार गर्ने, सबै नक्कली घृणा हुन्, घृणा दासहरू जे सुकै भनून्, फस्टाउन, फहेलाउन उनी किराँत, गोपाल, लिच्छवि, खस, मैथिली युग पछिको आधुनिक नेपाल एकीकरणकर्ता हो? यो उत्तम हो किनभने यो पहिलो आधुनिक इतिहासको मानवीय सिद्धान्त हो, युरोपले पनि त्यो उत्कृष्ट सिद्धान्त विकास गरेको थिएन?<br><br>किन सबैले एकै समयमा लुकाउँछन्, नेपालको दक्षिण, उत्तर-पूर्व, दक्षिण-पश्चिम बौद्ध, हिन्दू, प्रकृतिपूजकहरूलाई के भइरहेको थियो, मुस्लिम, बेलायती, युरोपेलीहरूले आसम, नागाल्याण्ड, कलकत्ता, बिहार, मुम्बई, हैदराबाद, महाराष्ट्र, पञ्जाब, कश्मीर, लाहोर, अफगानिस्तान, तिब्बत, चिनियाँ प्रान्तमा चिनियाँ साम्राज्यहरूले के गरिरहेका थिए सबै लुकाउँछन्, युरोप, अमेरिका, अष्ट्रेलिया भित्र पनि के भइरहेको थियो? शत्रुको गतिविधि कसरी सुक्षमा हिसाब देख्छ र नेपाल र नेपालीलाई एकताबद्ध गर्ने आवश्यकतालाई,महत्वहीनता कसरी कार्यान्वयन गर्छ नेपाली जनताको लोप हुने समय कहिले हुनेछ,तब उनीहरूले बुझ्न सक्छन्?",kp oli,election_data.csv,comment,mixed
😂😂😂dherai karaunu aab timi kashi jau atti vayo,kp oli,election_data.csv,comment,latin
Mother cud saiko budo,kp oli,election_data.csv,comment,latin
Yo budo chunap samma rahecha hola ra yesto pressure le kidney le kam garna chadcha hola eti nepali haruko ragat chusecha Kira parera flat huncha hola,kp oli,election_data.csv,comment,latin
तिमि के पी ओली तिम्रो र तिम्रो पार्टीको पत्ता साप हुने वाला छ हेर्दै जा चुनावमा,kp oli,election_data.csv,comment,deva
कुत्ता के पिल्ला कुत्ता होता हे शेर नहीं केपी तू कुत्ता के पिल्ला हे अपने के शेर समजते हे,kp oli,election_data.csv,comment,deva
Kati घमण्ड हो के,kp oli,election_data.csv,comment,mixed
"Yo Chor, dalal, Hathiyara party ko din gayo? Ajhai churi fure gardai xa.<br>Aba yesta lai gaun ghar Tira aayo vane janta le vatta Hannu parxa.",kp oli,election_data.csv,comment,latin
Lado MA sala,kp oli,election_data.csv,comment,latin
Aba yobuda loyal hunx,kp oli,election_data.csv,comment,latin
Pura neta pura party sab lai bidae garnu jaruri x nepal 🇳🇵🇳🇵🇳🇵🇳🇵ma neta harule lutia ko des nepal ho sara nepali le yo kura bujnu jaruri x,kp oli,election_data.csv,comment,latin
Timi kahile morchhau,kp oli,election_data.csv,comment,latin
Ta kip chor 70/80 jana marera pugen yas lai goli hanu parxa,kp oli,election_data.csv,comment,latin
Ghamandako parakastha,kp oli,election_data.csv,comment,latin
Aba dherai tukka nadiya hunchha kple,kp oli,election_data.csv,comment,latin
Sakieo ho sakieo aba gafi baaa KO guff,kp oli,election_data.csv,comment,latin
"Oli Kai boli le emale sakine vo . Kasto damv ,ghamanda xi k sunnu.",kp oli,election_data.csv,comment,latin
Hitalar papi hos oli,kp oli,election_data.csv,comment,latin
येस्ता हत्यारा बाघ रे तेरिमा भ्रष्टाचार को नाइके तैले बोल्दा ताली बजाउनी ती नेपाली होइनन् कि तिन्का बच्चा त्यो जेन्जी आन्दोलन मा ज्यान गुमायेका छैनन् ज्यान गुमायेका भये ताली बजाउदेन्थे तेरि मा जोकर बिशाल रे तेरो घमण्ड अझै गाको छैन है त राक्षस होस मान्छे होइनस हेरदै जा तेरो तालु बाट पसिना आउँछ तेरो भ्रष्टाचार ले जनता पिल्सिय्को हुनाले आगो लगायेको हो अझै येस्तै बोल्दै गरिस भनी कुन दिन जेन्जी ले मान्छे लाई आगो लगाउछ्न हेरदै जा,kp oli,election_data.csv,comment,deva
Hahahahahaha,kp oli,election_data.csv,comment,latin
Hoina oliko Mukh ta chaladai xa ta khutta Matrai po nachalera hola aayogma bayan dinu nagako? Aba yo mukh pani kati din challa ra?,kp oli,election_data.csv,comment,latin
केपी बा अब तपाईंका दिन गए अब जति तपाईंले ढाटे पनि जनताले पत्याउँदैन,kp oli,election_data.csv,comment,deva
"जुन दिन हतकडी लगाऐर चन्द्रगडीको कारागार मा केपी सवारी भऐको दिन हेर्न आतुर😂 <br>समय धेरै छैन, बुडाको फुरफुर र घमन्डको अन्तिम बिदाई,<br>तेती खेर सबै मिडीयाहरुले कभर गरेको हुनुपरेउ है। 🤝",kp oli,election_data.csv,comment,mixed
23 ko kurai gardaina sala chorle 24dekheko x kali,kp oli,election_data.csv,comment,latin
Testa ko ni k kura garnu aatankakari,kp oli,election_data.csv,comment,latin
2 zivrea KP oli hattyra,kp oli,election_data.csv,comment,latin
Ta muji 36 sal samma ka the eesa yar pagal taro napal banauena bechara x ke xaina,kp oli,election_data.csv,comment,latin
यो बुढेसकालमा राम नाम गाएर बस बाजे ् एकदिनमर्न  नै पर्छ किन देसका युवाहरूसंग जोरकातोड गर्छौ ?,kp oli,election_data.csv,comment,deva
कतिको हिम्मत छ हेरु एकलै लद्छ कि गठ बन्धन  मा जान्छ आगोमा सलाइ कोर्ने  आफै,kp oli,election_data.csv,comment,deva
"जनताले त बनाइसके ,के गर्छौ त अपराधी, भ्रष्टाचारी, ज्यान मारा,यस्ताको कुरा सुनेर तालि बजाउने पुच्छर देख्दा दिग्दार लाग्छ",kp oli,election_data.csv,comment,deva
जिम्मेवार पदमा बसेर जनता मारेर मैले हैन अझै लाज लागदैन,kp oli,election_data.csv,comment,deva
मरनेबेला  हरियो  काँक्रो  अोली बुढो    ३०  ३५  बर्षा    के  गर्यो  ३  ४  पटक   मन्त्री   बनेर,kp oli,election_data.csv,comment,deva
Thukkaa bhrastachari chorr haraam khorr desh ra jantako lagi gaddari xexe xexe tero anuhar herdai. purai sarir..ko ragat umlinxa,kp oli,election_data.csv,comment,latin
Zen z Lai jasari goli hanera mare talai Pani kanchetma goli thoknu parxa sala hatyara radiko ban,kp oli,election_data.csv,comment,latin
"आफुले गठन बन्धन गर्दा  मिल्दा भने कुखुरा बाख्रा संग को मिलन नहुने अरुले गर्दा भने आत्तयर यतिको डाड किन गर्नु , महासय ?",kp oli,election_data.csv,comment,deva
यो झोले हरुको 👏👏👏 थुक्का,kp oli,election_data.csv,comment,deva
जनता साथ मा छैन ! 10/20 जना आउरे बाउरे को साथ मा बेतुके टुक्का हान्यो बस्यो 🎉🎉🎉🎉 काम गर्ने लाइ पनि भुलाउदै छ ! बिचरा जेन्जि को हत्यारा त गयो बरै लै लै !!,kp oli,election_data.csv,comment,deva
Haha oli baa ko dimagle kaam garn xodo aba😂😂,kp oli,election_data.csv,comment,latin
Ta muji chor ko Pura kasla sunca jhapa ma aaija,kp oli,election_data.csv,comment,latin
Kuro Chae ramrae garyo yo khate le pani sabae Vanda thulo 2 dalmildaramro aaru milda baulayo,kp oli,election_data.csv,comment,latin
